"metric","stage","sites","range","tau5","tau","tau95","p","dispersion","area","speciesN"
"chull","Morrowan",20,10.1898393755321,0.534576466751751,0.548719336820845,0.565937004968654,2.80958652457053e-28,6853.98707473175,94673.2986955261,183
"chull","Missourian",3,7.39918935002552,0.411189485408549,0.444753703412983,0.492634634752356,5.53991801135123e-21,6958.23333869135,148350.056294045,202
"chull","Missourian",5,9.11805325487506,0.494084846282859,0.537375926864308,0.570572878183341,6.88081599296002e-30,6958.23333869135,148350.056294045,202
"chull","Missourian",7,9.70114078575856,0.538687749371952,0.569971922565391,0.588177922269839,2.02643839945929e-33,6958.23333869135,148350.056294045,202
"chull","Missourian",10,10.165196106687,0.570809319737944,0.596325304172208,0.628929609378848,2.01225332683031e-36,6958.23333869135,148350.056294045,202
"chull","Missourian",15,10.5381173571137,0.60410324614551,0.622629427121817,0.644293384562337,1.50253052053264e-39,6958.23333869135,148350.056294045,202
"chull","Missourian",20,10.7374491777506,0.622624501256096,0.638983301315206,0.658376434658391,1.45313825030191e-41,6958.23333869135,148350.056294045,202
"chull","Desmoinesian",3,7.63262211619493,0.421397713486134,0.469550964467141,0.511801917088191,2.05447938197987e-23,8223.55019875379,204216.725025965,204
"chull","Desmoinesian",5,9.3185358551713,0.527344805087576,0.558388872790496,0.589683900584866,1.88106469133298e-32,8223.55019875379,204216.725025965,204
"chull","Desmoinesian",7,9.87041894382374,0.564015261276924,0.596476824536084,0.6150342895779,8.65177161189349e-37,8223.55019875379,204216.725025965,204
"chull","Desmoinesian",10,10.3004235408551,0.596870472326862,0.617502173283106,0.645609968125181,2.63325008003604e-39,8223.55019875379,204216.725025965,204
"chull","Desmoinesian",15,10.6422887424176,0.623843330435622,0.642181010335169,0.660393122766348,2.29677382549038e-42,8223.55019875379,204216.725025965,204
"chull","Desmoinesian",20,10.8265399244706,0.63582536462861,0.65314401622718,0.667700183521684,9.10264480276744e-44,8223.55019875379,204216.725025965,204
"chull","Atokan",3,7.68622390543522,0.431575969215406,0.476014928834222,0.51445289290402,6.65141875158504e-23,8561.33380655695,114346.681376788,194
