"metric","stage","sites","range","tau5","tau","tau95","p","dispersion","area","speciesN"
"chull","Atokan",5,9.42291749216992,0.536253880164599,0.563472458447529,0.594150197235107,1.90781079223094e-31,8561.33380655695,114346.681376788,194
"chull","Atokan",7,9.95128833511898,0.572102115979431,0.596380634783583,0.617687440215905,5.05728851817634e-35,8561.33380655695,114346.681376788,194
"chull","Atokan",10,10.3318473741084,0.598493551428624,0.615027112741353,0.635100034905957,3.84906019713671e-37,8561.33380655695,114346.681376788,194
"chull","Atokan",15,10.635309068044,0.613035803990211,0.628542431035764,0.644611236343903,1.03075940762235e-38,8561.33380655695,114346.681376788,194
"chull","Atokan",20,10.7865547206081,0.624680148376927,0.636875986980145,0.651700100919667,1.05751106289889e-39,8561.33380655695,114346.681376788,194
"gcd","Lopingian",3,4.59418979515943,0.137111376031435,0.220131106100512,0.287825759771567,0.000312501838987164,919.715755415681,6818.48979849024,123
"gcd","Lopingian",5,5.02077670184317,0.194713906220865,0.240422148021238,0.288012650947152,8.23579863397986e-05,919.715755415681,6818.48979849024,123
"gcd","Lopingian",7,5.21889188444182,0.215031646880961,0.262315114304127,0.302309825879453,1.73828670954605e-05,919.715755415681,6818.48979849024,123
"gcd","Lopingian",10,5.36240518121602,0.215752512843934,0.258176809701874,0.296622994393776,2.35490365124901e-05,919.715755415681,6818.48979849024,123
"gcd","Lopingian",15,5.49991398081469,0.236363939637093,0.2741960533235,0.308050054843869,7.09846411593201e-06,919.715755415681,6818.48979849024,123
"gcd","Lopingian",20,5.57787452904236,0.24803128874151,0.275664483988815,0.30543357838567,6.34356949268141e-06,919.715755415681,6818.48979849024,123
"gcd","Guadalupian",3,5.10121152954481,0.204699791605381,0.254829292753761,0.299850838534492,8.26931039113258e-07,3410.7672108729,51482.7589583706,170
"gcd","Guadalupian",5,5.50774224799373,0.239594593596881,0.288162854144261,0.321542647040904,2.49125913003658e-08,3410.7672108729,51482.7589583706,170
"gcd","Guadalupian",7,5.6726318244462,0.280610423440867,0.31477750846803,0.345844195282084,1.14724526942828e-09,3410.7672108729,51482.7589583706,170
"gcd","Guadalupian",10,5.80920519396477,0.296021841075468,0.335330710105495,0.365624039163021,8.8056425389614e-11,3410.7672108729,51482.7589583706,170
