"stage","sites","range","n_sampled","n_false_e","intercept","beta","mu_obs","beta_sd","dispersion","mst_delta","area_delta","mu","sp_loss"
"Atokan",10,10.3318473741084,194,NA,-0.621549337342636,0.293893343116718,0.108247422680412,0.0599891179185104,9.05501127552035,-0.0402539830524606,0.579946909079565,0.25,0
"Atokan",15,10.635309068044,194,NA,-0.644684102168114,0.28196736403416,0.11340206185567,0.0607742898537656,9.05501127552035,-0.0402539830524606,0.579946909079565,0.25,0
"Atokan",20,10.7865547206081,194,NA,-0.732432962519366,0.286654515715938,0.108247422680412,0.0688022316825379,9.05501127552035,-0.0402539830524606,0.579946909079565,0.25,0
"Atokan",3,7.68622390543522,194,NA,0.318909557707442,0.268775854621062,0.108247422680412,0.0705452904543331,9.05501127552035,-0.0402539830524606,0.579946909079565,0.25,0
"Atokan",5,9.42291749216992,194,NA,-0.160829520268355,0.272544793323297,0.108247422680412,0.0746272451751608,9.05501127552035,-0.0402539830524606,0.579946909079565,0.25,0
"Atokan",7,9.95128833511898,194,NA,-0.518022467988133,0.290270162170861,0.108247422680412,0.0591345665256092,9.05501127552035,-0.0402539830524606,0.579946909079565,0.25,0
"Chesterian",10,9.50973816368738,151,NA,-0.0188312843310854,0.269764051040293,0.0860927152317881,0.0963097753359811,8.53348959127125,0.299096225362245,0.655144878637879,0.25,0
"Chesterian",15,9.85028094318555,151,NA,-0.118961119496614,0.279469199655917,0.0860927152317881,0.088172790384404,8.53348959127125,0.299096225362245,0.655144878637879,0.25,0
"Chesterian",20,10.0276888960733,151,NA,-0.100915424641864,0.273977215611455,0.0860927152317881,0.0861820775951599,8.53348959127125,0.299096225362245,0.655144878637879,0.25,0
"Chesterian",3,6.8896727943877,151,NA,1.02906421134473,0.22426903068289,0.0860927152317881,0.0916158754181383,8.53348959127125,0.299096225362245,0.655144878637879,0.25,0
"Chesterian",5,8.55371773570972,151,NA,0.397030640612728,0.268220426987809,0.0860927152317881,0.102051133417058,8.53348959127125,0.299096225362245,0.655144878637879,0.25,0
"Chesterian",7,9.09650070561792,151,NA,0.26498710249053,0.27008042970206,0.0794701986754967,0.103079930703563,8.53348959127125,0.299096225362245,0.655144878637879,0.25,0
"Desmoinesian",10,10.3004235408551,204,NA,-1.29855430653459,0.331026056635868,0.137254901960784,0.0685422561146085,9.01475729246789,-0.16707640200767,-0.319607081294244,0.25,0
"Desmoinesian",15,10.6422887424176,204,NA,-1.52943414130862,0.33866175832479,0.137254901960784,0.0587506093862471,9.01475729246789,-0.16707640200767,-0.319607081294244,0.25,0
"Desmoinesian",20,10.8265399244706,204,NA,-1.6109373218344,0.347735598788885,0.142156862745098,0.0634627661150202,9.01475729246789,-0.16707640200767,-0.319607081294244,0.25,0
"Desmoinesian",3,7.63262211619493,204,NA,-0.203261324836514,0.295055482982749,0.139705882352941,0.0646208861154647,9.01475729246789,-0.16707640200767,-0.319607081294244,0.25,0
"Desmoinesian",5,9.3185358551713,204,NA,-1.06888504429894,0.332493760116294,0.139705882352941,0.0593211374909033,9.01475729246789,-0.16707640200767,-0.319607081294244,0.25,0
"Desmoinesian",7,9.87041894382374,204,NA,-1.01256203992353,0.317360967592613,0.137254901960784,0.0606364267709997,9.01475729246789,-0.16707640200767,-0.319607081294244,0.25,0
"Guadalupian",10,9.90443450119028,170,NA,-0.46087752656051,0.273413442002516,0.117647058823529,0.0624353597942168,8.13469253349722,-1.31062787269726,-2.0216089639488,0.25,0
"Guadalupian",15,10.255274311899,170,NA,-0.606268960002396,0.281633032450406,0.117647058823529,0.068800808452829,8.13469253349722,-1.31062787269726,-2.0216089639488,0.25,0
"Guadalupian",20,10.4469284826578,170,NA,-0.658879964245686,0.283306312969886,0.117647058823529,0.0627815667647673,8.13469253349722,-1.31062787269726,-2.0216089639488,0.25,0
"Guadalupian",3,7.20232232796327,170,NA,0.497314779741672,0.235925135679794,0.117647058823529,0.0736162562972459,8.13469253349722,-1.31062787269726,-2.0216089639488,0.25,0
"Guadalupian",5,8.89307087366322,170,NA,-0.0467521088131054,0.255752293024274,0.117647058823529,0.0628839475083843,8.13469253349722,-1.31062787269726,-2.0216089639488,0.25,0
"Guadalupian",7,9.46066180532295,170,NA,-0.385280375972476,0.282677667565403,0.117647058823529,0.0647654948436873,8.13469253349722,-1.31062787269726,-2.0216089639488,0.25,0
"Kinderhookian",10,9.56949106348247,144,NA,1.03288803646432,0.203005631248463,0.0555555555555556,0.131875735353379,8.5871677480222,0.109966849766883,-0.341173261459618,0.25,0
"Kinderhookian",15,9.92305205874992,144,NA,1.11286675603677,0.185565502636427,0.0555555555555556,0.131426608552225,8.5871677480222,0.109966849766883,-0.341173261459618,0.25,0
"Kinderhookian",20,10.125101797557,144,NA,1.02684200828998,0.192167066309249,0.0555555555555556,0.145260043979976,8.5871677480222,0.109966849766883,-0.341173261459618,0.25,0
"Kinderhookian",3,6.80488073095045,144,NA,1.82660952441196,0.154912706693945,0.0555555555555556,0.135709717165102,8.5871677480222,0.109966849766883,-0.341173261459618,0.25,0
"Kinderhookian",5,8.53145621387885,144,NA,1.28496653653299,0.185941777798027,0.0555555555555556,0.131339058928229,8.5871677480222,0.109966849766883,-0.341173261459618,0.25,0
"Kinderhookian",7,9.12700130981462,144,NA,1.19250052486942,0.180423110133007,0.0625,0.105264671551894,8.5871677480222,0.109966849766883,-0.341173261459618,0.25,0
"Leonardian",10,10.2121336534159,171,NA,-1.20518524795656,0.338341109399879,0.116959064327485,0.0927335603967475,8.45883755775521,-0.324145024257989,-0.542881403183909,0.25,0
